Instance Name,Instance Type,Severity,Rule,Description
clk,gpio,error,gpio_rule_io_standard_bank,Mismatch voltage in I/O standard assignment in bank (3.3 V) and instance (1.8 V LVCMOS)
led_data[0],gpio,error,gpio_rule_io_standard_bank,Mismatch voltage in I/O standard assignment in bank (3.3 V) and instance (1.8 V LVCMOS)
led_data[1],gpio,error,gpio_rule_io_standard_bank,Mismatch voltage in I/O standard assignment in bank (3.3 V) and instance (1.8 V LVCMOS)
led_data[2],gpio,error,gpio_rule_io_standard_bank,Mismatch voltage in I/O standard assignment in bank (3.3 V) and instance (1.8 V LVCMOS)
led_data[3],gpio,error,gpio_rule_io_standard_bank,Mismatch voltage in I/O standard assignment in bank (3.3 V) and instance (1.8 V LVCMOS)
led_data[4],gpio,error,gpio_rule_io_standard_bank,Mismatch voltage in I/O standard assignment in bank (3.3 V) and instance (1.8 V LVCMOS)
led_data[5],gpio,error,gpio_rule_io_standard_bank,Mismatch voltage in I/O standard assignment in bank (3.3 V) and instance (1.8 V LVCMOS)
led_data[6],gpio,error,gpio_rule_io_standard_bank,Mismatch voltage in I/O standard assignment in bank (3.3 V) and instance (1.8 V LVCMOS)
led_data[7],gpio,error,gpio_rule_io_standard_bank,Mismatch voltage in I/O standard assignment in bank (3.3 V) and instance (1.8 V LVCMOS)
